Distinct_name	resident_num	longitude	latitude
美福园	1399	117.224495	39.143524
麦迪逊	624	117.134471	39.094681
龙都花园南园	542	117.237283	39.102766
大地十二城翠杉园	815	117.092027	39.132606
星河香堤园	856	117.040634	39.078637
富顿大厦	309	117.190261	39.136346
祺寿里	577	117.223387	39.114317
兰景园	1346	117.202437	39.185721
新文化花园新丽居	452	117.190344	39.135533
佳园东里	3950	117.145848	39.200261
金达园	346	117.219092	39.112191
君利花园	3175	117.090323	39.321932
东海岸家园	1882	117.647751	39.069387
天津大学四季村	1799	117.170871	39.116134
玉峰花园	2380	117.276785	39.062404
云锦世家	4274	117.080154	39.116228
宫前园	1112	117.245889	39.116109
星河花园	806	117.261771	39.146828
官邸三号	335	117.202794	39.14523
华宁北里	1558	117.146609	39.112225
宫前东园	1611	117.247668	39.114965
社会山花园三区	327	117.052733	39.063083
远洋新干线	2216	117.416252	39.150431
新福方里	827	117.192978	39.132617
侨馨园	357	117.239744	39.102559
益寿东里	5093	117.253629	39.152634
逸品轩	1319	117.259828	39.126333
欧亚花园	501	117.204849	39.089815
金地格林世界橡树苑A区	962	117.31647	39.055035
蓉芳里	823	117.194097	39.134092
雅美里	912	117.148952	39.14879
府湖里	858	117.169074	39.118502
宇翔园	654	117.132306	39.148846
堤南里	632	117.149129	39.10005
和睦西里	2745	117.267479	39.114556
阳新里	2645	117.276409	39.13596
环球金融中心津门公寓	450	117.203653	39.135673
同庆后	486	117.197825	39.141382
泊江东里	1512	117.153666	39.128572
开封里	1342	117.226736	39.122848
天泰花园	466	117.145617	39.146964
久福园	624	117.227122	39.14176
天津恒大名都	1957	117.421741	39.177433
市政里	317	117.19501	39.124479
书苑里	665	117.245604	39.094005
中信·珺台碧珺园	639	117.118362	39.109516
安宁里	318	117.195435	39.123934
福东里	1712	117.310377	39.099815
盛世豪庭二期	541	117.011408	39.299851
月荣轩	1938	117.736389	39.030748
金地格林世界橄榄苑C区	1221	117.319047	39.0524
阳明里	1619	117.272231	39.148391
奥林匹克村	655	117.177161	39.07884
玉容花园	1066	117.236484	39.167338
水映兰庭	313	117.189139	39.102755
堤中里	852	117.150872	39.103739
万科城邻水苑	608	117.501372	39.190796
吉安里	377	117.17	39.140703
红磡领世郡尚景园	588	117.274348	39.036619
海天尚景园	229	117.221596	39.1051
伊顿玫瑰公寓	537	117.180619	39.135197
金厦新都庄园涵溪园	832	117.187555	39.061246
汇贤里	3429	117.251765	39.123862
海建里	1486	117.206798	39.085776
招商雍景湾	1494	117.271848	39.087718
福泰温泉公寓	439	117.203696	39.117662
众诚里	544	117.193265	39.124472
东海花园	1377	117.193191	39.185106
互助南里	2994	117.267058	39.110629
万科水晶城揽星园	425	117.236539	39.054679
紫云里	666	117.177004	39.126151
碧海鸿庭	2846	117.650523	39.028737
华庆里	1892	117.231524	39.150903
融府	402	117.17871	39.128327
经纬城市绿洲华清家园	1402	117.015338	39.385797
裕泰家园	1047	117.1886	39.170884
晨光楼	3771	117.253846	39.142235
象博豪庭	1808	117.292834	39.049525
晋宁北里	1089	117.15403	39.108347
香江花园	602	117.24124	39.103666
金厦新都庄园波溪园	342	117.189784	39.059071
渤海明珠	1476	117.241162	39.101296
宜川北里	1150	117.158474	39.145579
荣兴温泉公寓	1295	117.244029	39.121455
纯雅公寓	767	117.222776	39.082537
华城景苑盛和嘉园	5198	117.112095	39.172483
金泰花园	1349	117.227442	39.167207
旭辉澜郡	3275	117.591045	39.026277
宾水西里	1018	117.197316	39.086031
祈年大厦	423	117.19358	39.126942
富贵嘉园	2088	117.707532	39.014336
华润紫阳里	2103	117.204192	39.131489
紫金南里	935	117.195861	39.091702
柳苑公寓	630	117.274551	39.080737
芳馨园	1084	117.270258	39.1315
华泰园	1415	117.195837	39.172772
红磡领世郡常春藤	1763	117.284345	39.032661
津沽名园	353	117.243567	39.106297
塞纳公馆	432	117.155347	39.107304
天房天拖	1900	117.143024	39.115551
新文化花园新雅居	582	117.19245	39.133903
润景家园	3184	117.317615	39.108746
保利大都会天汇茗苑	176	117.193313	39.138422
华光里	1172	117.236826	39.154729
晨阳花园	520	117.256685	39.145195
碧桂园滨海城	1062	117.772295	39.11903
汐岸国际天汐园	562	117.227096	39.044323
馨名园	715	117.163317	39.114506
翠湖温泉花园	942	117.182396	39.089801
川北里	966	117.13182	39.134036
依丽园	780	117.091501	39.124423
万科水晶城静湾园	344	117.236358	39.05233
荔丰花园	932	117.196044	39.22154
台湾路	377	117.234125	39.115414
光华巷	503	117.201804	39.127929
隆盛花园	1753	117.651361	39.035807
瑞康家园	902	117.13043	39.211591
聚安西园	692	117.222164	39.150837
程华里	1112	117.153782	39.077762
六维极景	224	117.27397	39.124028
水蓝花园	312	117.165082	39.093179
龙居花园	2160	117.252571	39.023145
襄阳道	325	117.204616	39.12062
蓝岸森林	4310	117.151078	39.219578
紫园	1287	117.393048	39.185756
郑业里	373	117.20216	39.116508
鑫旺里	4367	117.356861	39.031667
无锡道大楼	653	117.222536	39.116151
尚东馨园	365	117.25776	39.131281
秋星里	1026	117.21306	39.15219
孚泰公寓	1136	117.207473	39.157764
亚泰澜公馆	1352	117.03555	39.36683
中国窗	474	117.186415	39.12959
金典花园	411	117.143778	39.11494
直沽园	1200	117.248829	39.117078
纪发公寓	566	117.206232	39.078329
天嘉湖花园	632	117.37064	38.90965
福水园	343	117.222063	39.065627
城市星座大厦	577	117.217929	39.150819
云阳西里	1513	117.142949	39.131185
孚德里	525	117.221867	39.118026
桃花园南里	2866	117.177193	39.184693
万科水晶城依云园	347	117.2362	39.055881
风光里	1648	117.174043	39.180642
大地十二城枫桦园	1141	117.080612	39.130279
东城家园	1627	117.303223	39.120554
富力津门湖柏溪花园	794	117.210199	39.067464
新河里	519	117.193365	39.109552
旭园	1331	117.39832186073	39.182069088295
金兆园	1142	117.207482	39.158554
环秀中里	1802	117.282103	39.138178
凤岐东里	1825	117.281852	39.145286
天娇园	340	117.199371	39.097659
潞河园	1623	117.166042	39.190335
富祥园	382	117.14289	39.113068
双山新苑	577	117.27246	39.068572
虹畔馨苑	555	117.1616	39.142596
格普澜轩	485	117.199292	39.11923
昌宁北里	884	117.149804	39.111245
景致里	1846	117.286169	39.071159
卫星里	1339	117.194839	39.102503
清谷	863	117.710212	39.091947
兴华公寓	526	117.172812	39.129796
团结北里	2450	117.273601	39.1138
泽天下	3059	117.124191	39.236173
境界梅江	1420	117.207009	39.046178
子牙里	2608	117.162518	39.172331
园丁公寓	848	117.291406	39.071397
红和里	417	117.177487	39.139577
萃华里	1960	117.237274	39.156568
远洋城	211	117.605236	39.039696
香兰嘉园	1938	117.292687	39.147132
翰雅园	494	117.146241	39.114184
西园南里	1280	117.211874	39.086203
莲安里	1142	117.130784	39.130678
常州里	3351	117.246642	39.154246
花样年家天下	3633	117.120309	39.339436
佳宁里	2777	117.131555	39.203172
紫金花园	277	117.201516	39.088222
兴隆南里	280	117.197632	39.129649
雅安东里	1795	117.148666	39.128355
西关北里	2615	117.175787	39.148944
先进里	884	117.199748	39.105275
瑞竹大厦	1056	117.188577	39.125836
三和温泉花园天时园	1476	117.243889	39.18714
保康里	717	117.175506	39.123904
天嘉湖澜海庄园	2377	117.355403	38.910576
耀远里	774	117.181973	39.137664
聚英里	723	117.183393	39.135499
香槟左岸天澜园	568	117.226589	39.051448
海明园(东丽区)	645	117.32964982147	39.128530371459
首创暖山	2256	117.332588	39.042561
晨阳里	1519	117.254996	39.143103
先春园纪春里	506	117.174262	39.155771
河沿里	474	117.19712	39.107138
方正龙天园	861	117.273458	39.077311
华阳里(南开)	1109	117.141868	39.145936
江门里	319	117.211095	39.106846
天鸿大厦	1144	117.191213	39.155484
云山里	1224	117.271157	39.0673
馨苑小区	1807	117.700995	39.016186
乐昌里	591	117.187418	39.111382
靖泰里	2725	117.251345	39.154064
长瀛里	2449	117.132617	39.229303
枫丹天城	3597	117.03186	39.395032
天辰里小区	420	117.046424	39.07054
玫瑰花园	676	117.239339	39.073105
广田里	542	117.222366	39.117648
长征楼(河东区)	1280	117.241464	39.141177
泰安道五大院	1368	117.221218	39.129055
竞业里	627	117.194565	39.119272
源德里	525	117.18064	39.134261
怡安温泉公寓	999	117.241509	39.119088
幸福家园	570	117.265254	39.082772
天达里	264	117.208506	39.107099
玉皇里	572	117.173188	39.121728
天津大学六村	1056	117.171373	39.113418
新会里	370	117.21155	39.104568
景瑞阳光尚城	2623	117.215404	39.26937
眺园里	438	117.158295	39.09514
恩德东里	848	117.216589	39.106451
社会山花园一区	352	117.057179	39.061654
慕贤里	1149	117.219466	39.186898
米兰世纪花园	1350	117.687679	39.045264
华泰里	1096	117.239334	39.155624
重华南里	515	117.23353	39.102006
重华西里	537	117.233361	39.103616
水木天成碧杉园	585	117.134795	39.169359
盛华园	600	117.22289	39.152889
天琴里	1453	117.261637	39.094663
远洋国际中心	1402	117.228969	39.144881
文玥北里	783	117.222023	39.090054
万科金色雅筑南苑	572	117.308923	39.110804
金蕾花园	503	117.210783	39.161198
金云里	416	117.152509	39.106213
馨达园(南开区)	659	117.163172	39.118152
龙悦花园	1110	117.148083	39.155533
万德花园	274	117.184412	39.126605
忠厚里	120	117.205007	39.120851
宏泰公寓	1133	117.158114	39.181225
寿康里	572	117.179148	39.135407
四箴北里	367	117.190081	39.129731
纯善里	394	117.172593	39.14078
清秀园	444	117.217443	39.080808
立达公寓	462	117.185359	39.091387
海华里	413	117.244432	39.10552
东逸大厦	479	117.241808	39.089489
圣水湖畔	903	117.086508	38.863057
嘉海花园	723	117.205244	39.152518
德邻里	626	117.182939	39.132767
大众家园	599	117.26739	39.156789
城厢嘉园	226	117.190778	39.148836
云江新苑	2424	117.262045	39.05747
万隆桃香园	3772	117.166318	39.201689
碧龙园	1010	117.10938	39.263986
师北里	1099	117.181434	39.122351
汇文名邸	497	117.241054	39.098419
贵贤里	969	117.221138	39.189241
宝翠花都焕景园	628	117.11603	39.205906
中海城市广场	1511	117.225591	39.128887
天新里	689	117.191178	39.119363
舒畅园	1600	117.299778	39.120011
罗兰新园	465	117.211874	39.111861
智达里	1078	117.122002	39.062289
庆荣里	824	117.216083	39.110406
新文化花园新秀居	517	117.192085	39.134677
春香里	580	117.176094	39.125262
美景园	1409	117.671149	39.041344
新月花苑	483	117.273336	39.144362
万科新里程家园	1253	117.414483	39.153796
汇福华庭	556	117.18423	39.129698
临园里	750	117.183187	39.102902
城市名居	1045	117.663683	39.047708
景观花园	1668	117.22674	39.076361
天房意境	1897	117.302809	39.0177
星环里	321	117.156363	39.110347
赏湖苑	1901	117.496566	39.188839
金厦新都庄园静溪园	894	117.183944	39.059277
雅川家园	436	117.136722	39.133406
紫金北里	689	117.193068	39.093697
同善里	557	117.228712	39.1098
紫云国际	928	117.702968	39.01748
宝福家园	622	117.284624	39.052673
富力尚悦居	2414	117.025506	39.39782
军旅公寓	894	117.251771	39.107591
万科水晶城凭澜园	319	117.234407	39.052431
凯祥花园	301	117.165364	39.102227
合作里	108	117.20493	39.111928
半岛蓝湾天择园	496	117.226104	39.054119
仕嘉花园	398	117.649525	39.043228
科贸时代公寓	672	117.16984	39.119818
清泽园	324	117.216732	39.081193
远翠东里	1928	117.290531	39.139836
团圆里	116	117.204894	39.109621
北辰新天地盛景湾	1849	117.206385	39.323439
浩达公寓	1854	117.143862	39.205622
融创君澜	2416	117.706164	39.099374
云栖里	787	117.178603	39.121763
贵都大厦	621	117.209234	39.127277
桃花源居	260	117.221035	39.108341
万科魅力之城雅亭苑	308	117.364244	39.091527
华夏津典泉水园	422	117.226757	39.066568
西湖里	769	117.173404	39.124934
芥园里	885	117.135053	39.15121
群富里	843	117.179319	39.126368
鼎域名邸	951	117.165463	39.129122
雅润嘉园	384	117.13475	39.144964
卧龙南里	1244	117.15834	39.123801
友谊花园	307	117.21667	39.085401
文苑楼	1178	117.206065	39.087368
新都大厦	900	117.185816	39.123904
世芳园	277	117.266245	39.085236
同安新里	642	117.188393	39.110581
凌研里	853	117.187596	39.072804
宇萃里	3086	117.237053	39.159345
水木天成依湖园	560	117.137015	39.16873
溪水湾花园	1110	117.271036	39.167765
广丰园	338	117.174892	39.145936
荔红花园	1308	117.19608	39.218272
气象里	1042	117.192434	39.102475
利德公寓	567	117.165424	39.100662
友谊东里	1136	117.219326	39.084764
容彩里	2527	117.235737	39.164919
乐福里	350	117.189905	39.115227
爱建公寓	358	117.193275	39.13137
唐口新村六段	2519	117.250258	39.133645
曲溪西里	1423	117.278621	39.142571
融创洞庭路壹号	1981	117.685352	39.040971
步云里	428	117.20351	39.145202
中远里	809	117.207773	39.160296
世纪祥和家园(塘沽区)	1177	117.705467	39.011866
五一家园	564	117.235845	39.084512
久轩家园	320	117.14020640864	39.150160951259
天津富力新城	6546	117.1438	38.892578
龙富园	494	117.144912	39.149951
新安庆里	167	117.203505	39.116935
万科水晶城香溪园	386	117.2346	39.05332
鸿坤原乡郡	1974	117.043931	39.364936
中冶德贤公馆	2142	117.251867	39.090803
文化里	31	117.201809	39.113531
康达公寓	210	117.199057	39.128932
诚勤园	926	117.299917	39.061469
玉泉北里	579	117.177832	39.129289
博泰名居	178	117.18617	39.1327
翰林园	622	117.237768	39.142625
东尚名居	420	117.253367	39.128705
风致里	1523	117.284408	39.073859
吉星北里	241	117.194794	39.122956
华夏津典涟水园	360	117.226488	39.069667
万科水晶城聆梦园	82	117.238186	39.055675
美好里	1152	117.242816	39.097463
融汇北苑	456	117.180051	39.128537
保利香颂湖	1857	117.083434	39.337588
西青道楼	2026	117.157023	39.160799
顺达西里	749	117.267862	39.148426
水琳园	320	117.151001	39.143285
建国楼	633	117.187089	39.102951
聚龙园	1397	117.112062	39.264538
海泰国际公寓	626	117.135798	39.10258
天鹅湖天湖园	497	117.235006	39.041138
江南公寓	329	117.217354	39.111592
首创大河宸章	979	117.186781	39.168331
翠郁里	516	117.262393	39.149434
闽侯路	474	117.231893	39.111753
海航YOHO	1589	117.400316	39.162217
莱茵春天	1918	117.663857	39.053432
兴盛里(南开区)	483	117.172709	39.145785
景湖里	330	117.159242	39.121707
宁福里	549	117.182235	39.09453
天津大学三村	593	117.174674	39.115031
颐贤里	406	117.198713	39.085314
清新园	445	117.173979	39.129545
人和院	730	117.16882	39.063196
晶采大厦	729	117.229228	39.112876
广福家园	347	117.462546	39.051639
吉宝季景华庭	2537	117.75772	39.121092
盛世豪庭一期	276	117.011116	39.301384
金融街融御-融景名邸	189	117.212423	39.136175
詹滨西里	6144	117.31283	39.093309
教师村	1026	117.218568	39.10013
花港里	1040	117.168257	39.122691
华育里	665	117.175491	39.132889
艺都花园	344	117.227698	39.093442
瑞湾国际	922	117.717436	39.006654
聚安东园	672	117.224313	39.15092
可园里	780	117.210552	39.082936
君临大厦	7477	117.204312	39.138262
林枫花园	936	117.245402	39.125885
荣华小区	304	117.219321	39.114948
顶佳金领地	659	117.134133	39.102594
云松里	306	117.174441	39.121203
惠灵顿海上花苑		[]	
双峰里	383	117.183774	39.123548
风貌里小区	1203	117.17238409139	39.179531101748
世家新苑	478	117.195799	39.115344
景欣苑	1190	117.315491	39.099906
兴泰西里	653	117.170157	39.126906
和畅园(和平)	422	117.18653	39.117865
贝肯山	1003	117.720744	39.026509
季景家园	1048	117.316575	39.146448
万科锦庐	1110	117.748591	39.126136
竹径里	246	117.177917	39.122743
品水园	110	117.225196	39.107052
万和里	1458	117.267038	39.130048
和睦北里	2321	117.270766	39.115227
云阳东里	1298	117.152388	39.129474
安德里	502	117.220524	39.115601
泰达时代	1034	117.70503427309	39.026899277821
惠安花园	2617	117.398835	38.994214
昆云里	1131	117.21523	39.163828
金田公寓	476	117.21081	39.157073
连心里	845	117.138873	39.14596
翠韵里	900	117.260921	39.14807
双街新城	1345	117.110742	39.267779
贵桥里	957	117.24442701867	39.179631123085
紫罗园	1630	117.141736	39.243537
黄埔里	688	117.213877	39.10566
淦江西里	782	117.150569	39.108375
宝喜家园	1050	117.286546	39.053339
红磡领世郡人才公寓	796	117.277225	39.027609
金潭花园	501	117.162842	39.129726
银蕊园	297	117.287558	39.164359
南江东里	1120	117.143437	39.129185
盈海园	282	117.238589	39.107431
南江西里	1323	117.140249	39.129733
利合里	246	117.226896	39.113013
丽景胜和园	929	117.658616	39.03575
人民家园	1227	117.133267	39.195068
凤翔里	365	117.17646	39.135407
丹颐园	142	117.161785	39.104988
宁发阳光花园	396	117.184559	39.0872
龙亭家园公寓	440	117.191832	39.150826
昆石里	769	117.214529	39.164646
融创半湾半岛	2242	117.102134	39.279816
远翠西里	1510	117.286267	39.139193
奥林匹克花园石榴苑	492	117.121751	39.207313
海达明园	742	117.228464	39.165079
照耀里	523	117.212051	39.114156
正源公寓	1842	117.148424	39.165649
建津里	570	117.190337	39.117515
宁盛里	528	117.184208	39.092815
五矿榕园	1968	117.147121	39.054329
万通金府国际	1797	117.408628	39.153197
雪莲北里	410	117.299318	39.152287
育文里	558	117.21298	39.085226
惠阳里(河西)	973	117.218234	39.099011
小镇西西里瑞民里	748	117.117655	39.035888
亨通花园西区	2700	117.023373	39.389456
江川里	663	117.145652	39.112407
天房美棠	1291	117.250766	39.078574
水木天成逸树园	538	117.137742	39.166189
天意里	240	117.231511	39.100642
翡翠城	880	117.115167	39.209233
昆明路	379	117.204719	39.110886
开源里(西青区)	685	117.112846	39.039415
云成里	169	117.203412	39.114356
中山门西里	1598	117.263714	39.112693
金杰里	348	117.153453	39.103309
白云里	953	117.218009	39.101894
天资里	1003	117.201777	39.080291
富力津门湖观鹭花园	737	117.210185	39.067426
谦福里	654	117.29250193941	39.069662383107
海山北里	826	117.312027	39.120147
新华联世家	1357	116.853252	39.640159
学畔馨园	1978	117.127348	39.05468
天骄公寓	800	117.168225	39.177855
彩霞里	679	117.143332	39.146496
融创中心	4371	117.154982	39.116263
文化村	662	117.187498	39.121183
玫瑰庄园	198	117.30610040206	39.047705337629
鼎和里	114	117.204616	39.119333
紫云雅苑	480	117.704221	39.018653
芳草园	633	117.187581	39.181407
水竹花园	1261	117.161843	39.167415
司法警校宿舍	792	117.195181	39.077678
佳园北里	2369	117.135318	39.200039
宽福里	1196	117.290991	39.066684
地丰里	1143	117.043429	39.071793
盛宇里	2990	117.235579	39.162016
都市桃源	1746	117.205795	39.209131
鹤园南里	402	117.14856	39.091765
香江健康小镇	6819	117.421037	39.491326
树德楼	776	117.193207	39.119563
靖江里	1292	117.251005	39.158408
山海天家园	368	117.166311	39.085492
翡翠蓝湾	1121	117.262929	39.397016
深蓝公寓	380	117.164227	39.125441
宜昌南里(和平区)	591	117.194077	39.113604
富力津门湖红树花园	478	117.216478	39.06589
宇正园	455	117.166908	39.144376
松月村	201	117.194295	39.123429
南丰里	835	117.16822	39.125347
路劲太阳城	6325	117.28015	39.160853
明和里	676	117.21826	39.148399
广灵里	785	117.150767	39.138213
滨海新城	652	117.71014	39.027987
海丽园	638	117.32921185112	39.129948219179
前进新里	2594	117.262806	39.136243
富兴御园	1168	117.082406	39.333904
荣迁里	410	117.174046	39.10559
欣居园	246	117.173981	39.078707
江坪园	840	117.14374	39.120083
紫乐名轩	1049	117.292368	39.100109
保利上河雅苑北区	2052	117.04382	39.387624
中海学府公馆	2793	117.261959	39.084836
长城公寓	1007	117.239293	39.129124
万达公馆	379	117.243764	39.111746
宁发阳光公寓	756	117.181706	39.087368
鸿华里	157	117.219634	39.113913
德丰花园	346	117.21626	39.152861
金侨公园壹号	864	117.147003	39.179174
裕达花园	604	117.142305	39.149949
曲溪东里	1567	117.282721	39.142928
新华路	254	117.2046	39.1169
金碧园	550	117.203812	39.158526
海河华鼎	829	117.198654	39.153218
华城景苑盛和丽园	1287	117.111089	39.172434
东江南里	1036	117.277582	39.072424
春晓花园	824	117.158105	39.131146
万科霞光道五号	132	117.184839	39.089223
五环花园	257	117.194543	39.074541
继贤里大楼	192	117.19959	39.122572
顺泰公寓	646	117.240137	39.139119
碧云里	665	117.201469	39.108599
渤海创智大厦	682	117.223448	39.146992
晓德里	489	117.238643	39.138626
水木天成翠杨园	390	117.141301	39.168954
华郡新苑	552	117.233095	39.151273
冠云东里	1652	117.289208	39.144635
郁园里	378	117.142871	39.098562
中建滨海壹号	1517	117.641569	39.065094
云龙里	867	117.147719	39.126354
德庆里	386	117.184777	39.130444
云台花园	1167	117.193431	39.128918
生辉里	132	117.229458	39.102395
美湖里	353	117.162811	39.119118
育学里	1009	117.212349	39.084343
蓝山花园西区	1128	117.670987	39.062755
海韵家园	688	117.211173	39.173933
天泉西里	1723	117.2882	39.137307
惠州里	822	117.218272	39.099522
保利海棠湾	2170	117.044939	39.395674
翡翠半岛		[]	
万科东第	1296	117.195036	39.054992
宁乐西里	254	117.181214	39.094012
喜凤花园	2190	117.222754	39.324522
金康园	318	117.225897	39.141047
河北路(和平区)	727	117.197334	39.13354
泉江里	1775	117.26731450836	39.175479350985
四达里	368	117.198171	39.114182
夏洛兹花园	1172	117.422948	39.152301
综合楼	545	117.204675	39.104875
华山里	834	117.270807	39.070315
奥林匹克花园枫叶苑	466	117.119436	39.205612
永勤里	221	117.205397	39.120365
泰和城	720	117.661943	39.034044
龙泓园	396	117.236551	39.124791
临营西里	1435	117.257964	39.15633
翠海佳园	1134	117.311181	39.146482
浦口东里	349	117.230505	39.119832
詹滨里	2521	117.317769	39.094768
友好里	90	117.205456	39.110627
卧龙北里	968	117.158533	39.126271
国风园	431	117.195996	39.075938
顺达东里	655	117.269224	39.148
太极园	475	117.181618	39.132567
新景安里	1041	117.230542	39.133449
圣德园	484	117.219278	39.107906
平山里	782	117.190605	39.100788
小镇西西里瑞国里	945	117.118694	39.036869
双街新邨	2040	117.11276	39.27147
瑞达里	1026	117.123939	39.198567
三和温泉花园地利园	826	117.243846	39.183176
金侨新梅江壹号	1154	117.24979	39.042827
福厚西里	305	117.18816574111	39.13048518945
台北路	712	117.231951	39.113909
瑜峰园	543	117.18941	39.18354
松江里	860	117.26481650808	39.064056299823
金福南里	528	117.190169	39.071663
贻港城	1027	117.63838	39.0398
汉中里	518	117.122138	39.140312
民族园	484	117.261384	39.112295
星缘轩	645	117.73069	39.029921
环秀西里	1779	117.279822	39.13822
飞云东里	788	117.163555	39.128082
连荣里	663	117.216932	39.108242
天津大都会SMART	3812	117.19422	39.135928
荣泽大厦	397	117.196851	39.185777
汇名园	312	117.187362	39.120175
港湾中心	504	117.218279	39.135762
首创珐瑯墅昆芳苑	447	117.285975	39.021919
海山南里	576	117.311555	39.117452
南华里(津南区)	1353	117.3934068777	38.987994686257
恒和园	492	117.221487	39.111721
云轩公寓	348	117.154845	39.114478
水木天成望汀园	387	117.140859	39.167147
安吉花园	648	117.28986	39.106898
河东融科瀚棠	1252	117.284335	39.112497
祥悦新居	369	117.241639	39.145331
津滨雅都公寓	352	117.216622	39.111732
南益名士华庭	4456	117.636288	39.056234
碧溪苑	520	117.509051	39.180995
解放南路	657	117.231889	39.114877
天津东方环球影城	4905	117.096549	39.142561
晴川大厦	234	117.137088	39.134505
天新北里	244	117.189947	39.119035
中环公寓	384	117.194209	39.10796
林新公寓	506	117.220919	39.156621
尚佳新苑公寓	440	117.186886	39.150595
环秀东里	1571	117.283485	39.140445
顾安里	561	117.203475	39.143715
滨悦花园（远洋城2期）	1609	117.60331	39.041545
昔阳南里	796	117.133169	39.138823
柴楼隆园	1520	117.108837	39.273588
巨福园	274	117.221746	39.149147
安乐村	94	117.210828	39.114738
秀山花园	639	117.245676	39.156768
龙凤里	550	117.185287	39.138087
中山门东里	1770	117.276404	39.1126
富顺里	607	117.196922	39.074415
五一阳光御园	1006	117.08226491465	39.368235493279
金地艺城华府	3117	117.192209	39.227688
丰乐里	1833	117.278818	39.107241
卡梅尔天澔园	338	117.236717	39.043059
中豪国际大厦	234	117.226343	39.100067
友爱东里	2062	117.273739	39.110545
环友里	1087	117.20934	39.102734
三乐里	481	117.199722	39.120119
天宁里	225	117.193329	39.130332
荣泰公寓	1154	117.243885	39.126084
林庭公寓	194	117.219867	39.15647
水岸华庭(津南区)	734	117.38096204735	38.997737736897
金平东里	390	117.143284	39.127191
灵石里	531	117.142027	39.147804
日环里	489	117.156322	39.118285
博德花园	406	117.224351	39.193292
来福里	445	117.178547	39.103036
明珠花园(塘沽区)	719	117.65266712454	39.029994812012
阳城里	405	117.162081	39.144222
远翠中里	1490	117.288334	39.139715
南头窑大楼	1033	117.168106	39.15062
美林园	1180	117.762926	39.123503
上杭花园	211	117.267699	39.149484
新云山里	676	117.271311	39.067126
咸阳北里	1406	117.147182	39.13256
治国里	997	117.662884	39.04331
秀峰里	888	117.27424112411	39.066166542846
广泽名轩	144	117.171245	39.140745
德园	688	117.38124672876	39.178238731262
纯美公寓	380	117.222618	39.083426
康馨里	492	117.229542	39.146174
秀波园	1014	117.301455	39.101754
曲溪中里	1494	117.281273	39.142676
中海寰宇天下	1381	117.255132	39.084208
惠灵顿河滨花苑	480	117.186273	39.152845
鑫茂财智领地	556	117.13256	39.094383
和平园	190	117.193788	39.135309
昆仑里(河西区)	1130	117.273925	39.073005
复地湖滨广场	1180	117.408908	39.163191
澧新里	1661	117.233301	39.089286
可园东里	489	117.212358	39.083545
凯信佳园	910	117.119125	39.13158
华云园	1094	117.712212	39.0162
粤江里	1292	117.264097	39.068281
悦海大厦	609	117.205752	39.145164
月环里	550	117.156359	39.11464
汇园里	1021	117.221126	39.171472
庆丰里	1066	117.158774	39.15121
爱贤里	1080	117.22247280357	39.188491162122
瑞光里	1304	117.233806	39.152211
盛世郦园	2539	117.038545	39.389205
逸秀园	203	117.156964	39.099563
明源里	396	117.226648	39.124058
紫荆花园	684	117.669082	39.067884
昆仑里(东丽区)	2697	117.284713	39.119909
隆鹏园	237	117.148061	39.112946
进德里	161	117.210017	39.114184
中国塘	752	117.68635	39.017588
西河名邸	686	117.144303	39.171646
新华园	201	117.158165	39.099259
蓝山花园东区	1096	117.672471	39.061627
绮云里	909	117.221208	39.099704
卓达太阳城	1169	116.94539779014	39.602856962261
贻正嘉合	1306	117.667399	39.063693
长达公寓	756	117.242659	39.073182
祥泰公寓	600	117.265609	39.157177
西康路三十六号	109	117.202581	39.107941
万科世贸广场	280	117.207904	39.123233
睦南道	269	117.202264	39.108729
滨慧花园（远洋城3期）	1065	117.5993383804	39.042050773263
吉庆里	920	117.665115	39.033455
岳康园	197	117.205046	39.120364
盛欣园	93	117.186383	39.133707
育梁里	168	117.164532	39.093725
吉宁里	840	117.66946113372	39.03890604578
红顶花园南园	430	117.274396	39.145566
天环里	587	117.156444	39.128891
海尔格林小镇	929	117.368411	38.921651
冶金东里	975	117.138903	39.150553
千禧园西区	1624	117.143302	39.161706
柳安新村	102	117.204017	39.11937
罗江东里	665	117.151772	39.130618
珠峰里	1491	117.276233	39.065161
日月家园	273	117.234036	39.137639
盛瑞公寓	385	117.213056	39.108648
秋润家园	420	117.248959	39.090063
华城浩苑	2613	117.092583	39.211489
翠溪园	1276	117.14027	39.188112
枫景家园	960	117.67302599513	39.054497997536
海峰公寓	576	117.249558	39.110356
贻丰园	1235	117.673379	39.042238
紫桂苑	192	117.204655	39.085985
裕川家园	846	117.663121	39.060524
万全里	350	117.190459	39.125347
东润名邸	338	117.2476	39.112282
铭通里	80	117.204239	39.113618
四新里	860	117.220731	39.100592
丽新里	1266	117.3349807584	39.092308769855
福天里	929	117.305122	39.100893
东丽1号	786	117.360214	39.083503
明园里	264	117.144899	39.097477
大理道	376	117.212117	39.11674
保盈里	408	117.142247	39.111532
奥林匹克花园橄榄苑	270	117.124316	39.209578
时代名居	924	117.659221	39.0414
城市亮点花园	472	117.3786164366	38.99750282752
积善里	2185	117.227463	39.136223
振业名邸	880	117.140927	39.203574
佳园南里	1620	117.136941	39.197948
采油小区	1839	117.5142444533	38.704978654377
鑫东公寓	74	117.205931	39.121007
